x_center,y_center,z_center,n_points,best_dx,best_dy,best_score,zero_score,score_gain,peak_margin
178.84487915039062,159.93362426757812,58.162376403808594,1233,2,1,0.9234155949484416,0.7879735835940216,0.13544201135442002,0.0
406.6482849121094,156.51268005371094,56.19462203979492,904,-1,1,0.9132427307206068,0.8993362831858407,0.013906447534766109,0.005214917825537291
624.4834594726562,163.73597717285156,54.28485870361328,868,-3,0,0.8647136273864384,0.7404542462146149,0.12425938117182356,0.01300197498354183
183.55255126953125,394.87579345703125,55.59479522705078,1018,2,0,0.8948919449901768,0.754841425764805,0.14005051922537182,0.01655907942744872
410.09320068359375,392.6666259765625,56.1523323059082,915,-1,0,0.8346604215456674,0.8323185011709602,0.0023419203747072626,0.0023419203747072626
631.1966552734375,393.2952575683594,53.541236877441406,946,-2,-1,0.7683479311386288,0.6976744186046512,0.07067351253397758,0.01661129568106312
191.89903259277344,616.295654296875,58.151588439941406,793,1,0,0.8247162673392182,0.7591424968474149,0.06557377049180335,0.01585299945955687
405.5559997558594,617.2745971679688,59.815547943115234,910,0,0,0.7153846153846154,0.7153846153846154,0.0,0.026530612244897944
623.4202880859375,606.1676635742188,57.03472137451172,621,-1,-1,0.7239475500345065,0.7043938348286174,0.01955371520588911,0.011272141706924255
177.412841796875,140.60586547851562,129.01461791992188,390,1,0,0.9487179487179487,0.9,0.048717948717948656,0.004029304029304015
387.6566162109375,150.08872985839844,130.65359497070312,329,-1,1,0.8931828050369084,0.8706035605731655,0.02257924446374293,0.008250108554059943
643.6139526367188,145.39822387695312,129.3583526611328,259,-1,-1,0.9856591285162714,0.9569773855488142,0.02868174296745718,0.0005515719801434393
185.62039184570312,391.152099609375,130.99862670898438,399,1,0,0.8893662728249194,0.8395989974937343,0.04976727533118508,0.015395631936985343
390.3356628417969,375.8273620605469,129.1784210205078,276,1,0,0.8012422360248447,0.7779503105590062,0.02329192546583847,0.006211180124223614
643.4373779296875,383.302978515625,128.4137725830078,256,0,-2,0.9927455357142857,0.9564732142857143,0.0362723214285714,0.002790178571428603
184.17691040039062,611.4254150390625,131.76620483398438,329,0,0,0.8341293964394269,0.8341293964394269,0.0,0.0017368649587494733
386.8067321777344,621.5138549804688,128.78363037109375,304,1,0,0.7598684210526315,0.7072368421052632,0.05263157894736836,0.023026315789473673
645.9625244140625,627.4981689453125,128.0306854248047,287,2,-4,0.9457441513190642,0.8053758088601294,0.1403683424589348,0.0004977600796416404
191.67474365234375,155.77191162109375,191.05235290527344,470,1,0,0.9656534954407295,0.9604863221884499,0.0051671732522796665,0.0051671732522796665
394.5238342285156,143.2665252685547,189.6436767578125,418,-1,0,0.930622009569378,0.9077238550922762,0.022898154477101862,0.022214627477785354
654.137939453125,155.4171142578125,191.12496948242188,290,-2,-1,0.9901477832512315,0.8733990147783252,0.11674876847290638,0.0019704433497537144
197.66720581054688,394.6920471191406,188.97755432128906,442,1,-1,0.8949579831932774,0.8235294117647058,0.07142857142857151,0.0339366515837104
400.7716064453125,367.9274597167969,191.47470092773438,356,0,0,0.8639646869983949,0.8639646869983949,0.0,0.0048154093097914075
653.8209838867188,389.22412109375,191.3017120361328,280,0,-3,0.9943877551020408,0.8770408163265306,0.11734693877551017,0.0025510204081632404
188.10617065429688,615.358154296875,188.11766052246094,360,0,-1,0.8674603174603175,0.8126984126984127,0.05476190476190479,0.012301587301587369
396.1775817871094,624.1627807617188,192.44871520996094,372,1,-1,0.7918586789554531,0.7085253456221198,0.08333333333333337,0.012672811059907807
655.2188110351562,634.814697265625,191.93191528320312,249,1,-3,1.0,0.7842799770510613,0.21572002294893866,0.0011474469305794432
185.17221069335938,163.02247619628906,256.5751037597656,536,1,0,0.9730810234541578,0.9618869936034116,0.011194029850746245,0.011194029850746245
389.668212890625,149.63670349121094,260.9399108886719,481,-1,0,0.9806949806949807,0.9584199584199584,0.022275022275022316,0.008316008316008316
644.4022827148438,154.8876495361328,254.712158203125,206,-2,-2,0.9965325936199723,0.8509015256588072,0.1456310679611651,0.007628294036061023
189.34449768066406,392.9651794433594,258.43743896484375,462,0,-1,0.9440321583178726,0.9044526901669759,0.039579468150896635,0.013605442176870763
391.9237976074219,381.7673034667969,261.28656005859375,455,0,-1,0.9381475667189952,0.9262166405023547,0.011930926216640492,0.011930926216640492
647.3197631835938,388.0161437988281,256.8428955078125,211,-1,-3,1.0,0.8977657413676371,0.1022342586323629,0.0006770480704130222
183.20538330078125,617.7766723632812,257.6298522949219,473,1,-1,0.8982180610087587,0.8308668076109936,0.06735125339776504,0.010872848082150388
401.5337829589844,623.304443359375,259.49658203125,442,0,-1,0.883322559793148,0.8270846800258564,0.056237879767291554,0.020685197155785318
655.2850952148438,625.5426025390625,254.85739135742188,256,-1,-2,0.9737723214285714,0.8889508928571429,0.08482142857142849,0.005022321428571397
201.6212158203125,153.90805053710938,317.9112854003906,393,0,0,0.9847328244274809,0.9847328244274809,0.0,0.0036350418029806875
400.828125,159.14645385742188,316.42718505859375,402,-1,-1,0.9914712153518124,0.9587775408670931,0.03269367448471927,0.003909026297086005
636.4120483398438,162.17933654785156,319.33905029296875,168,-2,-2,0.9957482993197279,0.8801020408163265,0.11564625850340138,0.00170068027210879
201.61239624023438,385.8410949707031,318.4720458984375,388,1,-1,0.9606038291605302,0.9061119293078056,0.05449189985272462,0.009204712812960314
399.40093994140625,395.3847351074219,318.08905029296875,453,-1,-1,0.9621570482497634,0.8987701040681173,0.06338694418164614,0.018921475875118277
638.1177978515625,378.4907531738281,319.34088134765625,186,-2,-2,0.9861751152073732,0.8233486943164362,0.16282642089093702,0.0023041474654377225
195.81887817382812,609.3594360351562,319.27166748046875,358,1,-2,0.9285714285714286,0.8479648842777334,0.08060654429369518,0.001995211492418214
409.8201904296875,610.3507690429688,318.85107421875,313,-1,-2,0.9205842081241442,0.8169785486079416,0.1036056595162026,0.0009128251939752863
648.3629760742188,622.6976318359375,319.82989501953125,193,-1,-3,1.0,0.8297557364914878,0.17024426350851218,0.0
182.4933624267578,166.6334228515625,381.5729064941406,488,1,-1,0.9874121779859485,0.9581381733021077,0.029274004683840782,0.0043911007025760895
402.83746337890625,163.17385864257812,384.0986633300781,573,-2,-1,0.9900274245823985,0.9162303664921466,0.07379705809025183,0.00473697332336076
622.4498901367188,151.4912872314453,381.16461181640625,224,-2,-2,0.9993622448979592,0.8934948979591837,0.10586734693877553,0.0012755102040816757
192.27984619140625,386.1104431152344,383.1618957519531,515,1,-2,0.9778085991678225,0.8593619972260749,0.11844660194174761,0.0049930651872399645
397.726318359375,386.20703125,382.98419189453125,574,-1,-1,0.9850671976107516,0.9163763066202091,0.06869089099054249,0.00124440019910399
612.0380249023438,389.5778503417969,380.69073486328125,227,-2,-2,1.0,0.8659534298300818,0.13404657016991817,0.0
204.1719207763672,610.1515502929688,380.77178955078125,404,1,-2,0.9628712871287128,0.8567892503536068,0.10608203677510608,0.00954738330975946
406.9851379394531,616.7954711914062,384.81231689453125,532,-1,-2,0.9573039742212675,0.7859828141783028,0.1713211600429646,0.022019334049409256
616.60498046875,636.2377319335938,382.2638244628906,227,0,-3,1.0,0.8735053492762744,0.12649465072372557,0.0
182.4896240234375,156.51193237304688,450.92108154296875,488,1,-1,0.9959016393442623,0.9759953161592506,0.01990632318501173,0.0029274004683841337
404.17852783203125,163.36810302734375,452.8984069824219,347,-2,-1,0.9921778509674763,0.9263071222725402,0.06587072869493615,0.007822149032523651
604.3970336914062,165.80613708496094,450.5970153808594,146,-3,-2,0.9990215264187867,0.8610567514677103,0.1379647749510764,0.003913894324853229
198.9219512939453,387.1297912597656,450.787841796875,436,1,-2,0.9977064220183486,0.9387287024901704,0.05897771952817821,0.006225425950196595
414.9019470214844,386.44073486328125,454.5334777832031,406,-2,-2,0.9961294862772695,0.8874032371569317,0.10872624912033779,0.0014074595355383357
607.5347900390625,395.9739685058594,451.2571105957031,154,-2,-2,1.0,0.8450834879406308,0.15491651205936918,0.0
196.93637084960938,615.0689697265625,452.2131652832031,374,1,-2,0.9915966386554622,0.8987776928953399,0.09281894576012228,0.004201680672268893
414.50823974609375,614.2525024414062,454.0000915527344,315,-1,-2,0.9900226757369615,0.8857142857142857,0.10430839002267578,0.006349206349206327
632.4513549804688,596.5390625,456.16607666015625,175,-1,-2,1.0,0.8163265306122449,0.18367346938775508,0.0
185.73703002929688,152.34417724609375,507.5069885253906,474,1,-1,0.9900542495479204,0.9620253164556962,0.028028933092224206,0.00723327305605781
395.8316650390625,159.39492797851562,505.0535583496094,329,-2,0,0.9973947025618758,0.9353017802865827,0.06209292227529306,0.0008684324793747367
182.34193420410156,372.13299560546875,507.57867431640625,344,1,-2,0.9950166112956811,0.9061461794019934,0.0888704318936877,0.009966777408637939
407.53216552734375,385.7317199707031,506.5762939453125,426,-2,-2,1.0,0.8625083836351441,0.13749161636485585,0.008718980549966449
177.55770874023438,618.57421875,505.6558837890625,302,1,-3,0.9966887417218543,0.8202459791863765,0.17644276253547775,0.001419110690633829
402.69818115234375,610.46533203125,508.1345520019531,348,-2,-3,0.9905582922824302,0.8423645320197044,0.1481937602627258,0.0008210180623973162
599.8099975585938,613.1499633789062,500.04339599609375,124,-1,-3,1.0,0.7661290322580645,0.2338709677419355,0.0
188.7434539794922,159.77272033691406,576.5643310546875,528,1,-1,0.9889069264069265,0.9664502164502164,0.022456709956710008,0.00703463203463206
405.0449523925781,152.5213623046875,574.7099609375,436,-2,-1,0.9950851900393185,0.9220183486238532,0.07306684141546527,0.004587155963302725
200.4841766357422,379.4243469238281,575.665771484375,424,1,-2,0.9942722371967655,0.9336253369272237,0.06064690026954178,0.0013477088948786742
411.9379577636719,388.41015625,573.8327026367188,560,-2,-2,0.9989795918367347,0.9201530612244898,0.07882653061224487,0.000765306122448961
609.44775390625,391.8758544921875,568.106201171875,137,-3,-1,1.0,0.5651720542231491,0.4348279457768509,0.0
207.3443603515625,628.3196411132812,576.0491333007812,463,0,-3,0.9993829065103363,0.8562172169083616,0.14316568960197473,0.001234186979327423
413.06982421875,596.4126586914062,575.6959838867188,426,-2,-3,1.0,0.8313212608987257,0.1686787391012743,0.002012072434607659
622.0955200195312,627.5795288085938,570.5855102539062,152,-3,-2,1.0,0.6203007518796992,0.37969924812030076,0.0
194.64614868164062,161.65829467773438,640.7118530273438,375,1,-1,0.9672380952380952,0.9272380952380952,0.040000000000000036,0.0003809523809523707
419.4798583984375,152.63644409179688,641.5145874023438,329,-1,0,0.993920972644377,0.9235779418150238,0.07034303082935311,0.00043421623968742384
202.6015625,375.5530700683594,640.5772094726562,338,1,-1,0.9936601859678783,0.9184277261200338,0.07523245984784455,0.0008453085376162184
416.5984191894531,391.37689208984375,641.6510009765625,395,-2,-1,0.9945750452079566,0.9222423146473779,0.07233273056057865,0.003616636528028905
213.42987060546875,615.0087890625,639.5952758789062,292,1,-2,1.0,0.9344422700587084,0.06555772994129161,0.0
399.00811767578125,603.2046508789062,643.0785522460938,262,-1,-3,1.0,0.8587786259541985,0.14122137404580148,0.0
194.62599182128906,163.8664093017578,708.341796875,788,1,-1,0.962291515591008,0.9376359680928209,0.024655547498187103,0.0074329224075416755
396.019287109375,164.33724975585938,708.8157348632812,768,-2,0,0.9871651785714286,0.9231770833333334,0.06398809523809523,0.0022321428571429047
597.4403076171875,151.9290771484375,707.7312622070312,179,-3,-1,1.0,0.6424581005586593,0.35754189944134074,0.0
185.51014709472656,395.9220886230469,710.8790893554688,815,1,-2,0.9693251533742331,0.8366345311130587,0.13269062226117434,0.018930762489044684
401.7249755859375,395.0811767578125,708.9637451171875,852,-1,-1,0.9872568745808182,0.9190140845070423,0.06824279007377598,0.0018443997317236782
582.8535766601562,385.6079406738281,713.0479125976562,161,-4,-1,1.0,0.5483584738243124,0.45164152617568765,0.0008873114463177068
186.9182586669922,623.8543701171875,719.8406982421875,940,1,-3,0.9955927051671732,0.8679331306990882,0.12765957446808507,0.0037993920972644313
394.0955505371094,629.7011108398438,715.9806518554688,862,-2,-3,0.9990056347364932,0.8805104408352669,0.11849519390122631,0.001160092807424573
605.9702758789062,664.5662841796875,724.0823974609375,191,-4,-4,0.949887808526552,0.5609573672400897,0.38893044128646226,0.0007479431563200967
